16, 16, 74000, 0, 0, 0.003, 0.169, 0.0001, 0.002, 0.0056,
16, 272, 336144, 0, 0, 0.001, 0, 0.0002, 0.002, 0.0015,
16, 528, 598288, 0, 0, 0.001, 0, 0.0002, 0.006, 0.0027,
16, 784, 860432, 0, 0, 0.001, 0, 0.0003, 0.005, 0.0029,
16, 1040, 1122576, 0, 0, 0.003, 0.001, 0.0004, 0.006, 0.0034,
16, 1296, 1384720, 0.001, 0, 0.001, 0.001, 0.0005, 0.007, 0.0043,
16, 1552, 1646864, 0, 0, 0.002, 0.001, 0.0006, 0.007, 0.0042,
16, 1808, 1909008, 0, 0, 0.002, 0.001, 0.0005, 0.008, 0.0042,
16, 2064, 2171152, 0.001, 0, 0.002, 0.001, 0.0007, 0.008, 0.0047,
16, 2320, 2433296, 0, 0, 0.002, 0.002, 0.0007, 0.009, 0.0051,
16, 2576, 2695440, 0, 0, 0.003, 0.002, 0.0009, 0.012, 0.0052,
16, 2832, 2957584, 0, 0, 0.002, 0.001, 0.0009, 0.01, 0.0051,
16, 3088, 3219728, 0, 0, 0.002, 0.001, 0.0009, 0.01, 0.0059,
16, 3344, 3481872, 0.001, 0, 0.003, 0.002, 0.0009, 0.011, 0.006,
16, 3600, 3744016, 0, 0, 0.004, 0.002, 0.0011, 0.013, 0.0067,
272, 16, 995856, 0, 0, 0, 0.001, 0.0002, 0.002, 0.001,
272, 272, 1258000, 0, 0, 0.001, 0.004, 0.0008, 0.005, 0.0051,
272, 528, 1520144, 0, 0, 0.001, 0.002, 0.0015, 0.004, 0.0082,
272, 784, 1782288, 0, 0, 0.001, 0.003, 0.002, 0.005, 0.0117,
272, 1040, 2044432, 0, 0, 0.001, 0.001, 0.0008, 0.005, 0.0152,
272, 1296, 2306576, 0, 0, 0.001, 0.001, 0.0009, 0.007, 0.0188,
272, 1552, 2568720, 0, 0, 0.001, 0.001, 0.0011, 0.008, 0.0193,
272, 1808, 2830864, 0, 0, 0.001, 0.002, 0.0012, 0.008, 0.0218,
272, 2064, 3093008, 0.001, 0, 0.001, 0.002, 0.0014, 0.009, 0.0247,
272, 2320, 3355152, 0, 0, 0.001, 0.002, 0.0016, 0.009, 0.0275,
272, 2576, 3617296, 0, 0, 0.001, 0.002, 0.0018, 0.011, 0.0308,
272, 2832, 3879440, 0, 0, 0.001, 0.003, 0.002, 0.011, 0.0337,
272, 3088, 4141584, 0, 0, 0.001, 0.003, 0.0022, 0.013, 0.0388,
272, 3344, 4403728, 0, 0, 0.002, 0.003, 0.0024, 0.013, 0.0385,
272, 3600, 4665872, 0, 0, 0.002, 0.002, 0.0026, 0.014, 0.0419,
528, 16, 1917712, 0, 0, 0.001, 0.001, 0.0001, 0.003, 0.0017,
528, 272, 2179856, 0, 0, 0.001, 0, 0.0004, 0.003, 0.0081,
528, 528, 2442000, 0, 0, 0, 0.002, 0.0008, 0.005, 0.0148,
528, 784, 2704144, 0, 0, 0.001, 0.002, 0.0011, 0.006, 0.0192,
528, 1040, 2966288, 0, 0, 0.001, 0.002, 0.0015, 0.007, 0.0252,
528, 1296, 3228432, 0, 0, 0.001, 0.002, 0.0017, 0.008, 0.0297,
528, 1552, 3490576, 0, 0, 0.001, 0.002, 0.0021, 0.009, 0.0357,
528, 1808, 3752720, 0, 0, 0.002, 0.012, 0.0033, 0.011, 0.0454,
528, 2064, 4014864, 0, 0, 0.001, 0.004, 0.0028, 0.011, 0.0464,
528, 2320, 4277008, 0, 0, 0.001, 0.003, 0.0032, 0.012, 0.0513,
528, 2576, 4539152, 0, 0, 0.001, 0.004, 0.0035, 0.014, 0.0569,
528, 2832, 4801296, 0.001, 0, 0.002, 0.003, 0.0038, 0.014, 0.0617,
528, 3088, 5063440, 0, 0, 0.001, 0.005, 0.0041, 0.015, 0.0675,
528, 3344, 5325584, 0, 0, 0.001, 0.005, 0.0045, 0.016, 0.0777,
528, 3600, 5587728, 0, 0, 0.002, 0.005, 0.0048, 0.017, 0.0875,
784, 16, 2839568, 0, 0, 0.001, 0.001, 0.0003, 0.006, 0.0027,
784, 272, 3101712, 0, 0.001, 0.001, 0.002, 0.0021, 0.005, 0.0114,
784, 528, 3363856, 0, 0, 0.001, 0.001, 0.0011, 0.006, 0.0208,
784, 784, 3626000, 0, 0, 0.001, 0.002, 0.0016, 0.007, 0.0289,
784, 1040, 3888144, 0, 0, 0.001, 0.002, 0.0021, 0.008, 0.0364,
784, 1296, 4150288, 0, 0, 0.001, 0.002, 0.0026, 0.01, 0.0433,
784, 1552, 4412432, 0, 0, 0.001, 0.004, 0.0031, 0.011, 0.0612,
784, 1808, 4674576, 0, 0, 0.002, 0.004, 0.0035, 0.012, 0.0763,
784, 2064, 4936720, 0, 0.001, 0.002, 0.004, 0.004, 0.014, 0.0787,
784, 2320, 5198864, 0, 0, 0.001, 0.005, 0.0045, 0.014, 0.0911,
784, 2576, 5461008, 0, 0, 0.001, 0.005, 0.0058, 0.017, 0.1014,
784, 2832, 5723152, 0, 0, 0.002, 0.006, 0.0055, 0.017, 0.1093,
784, 3088, 5985296, 0, 0, 0.001, 0.006, 0.006, 0.018, 0.1249,
784, 3344, 6247440, 0, 0, 0.002, 0.006, 0.0065, 0.02, 0.1237,
784, 3600, 6509584, 0, 0, 0.002, 0.008, 0.007, 0.022, 0.131,
1040, 16, 3761424, 0, 0, 0.001, 0.001, 0.0004, 0.007, 0.0042,
1040, 272, 4023568, 0.001, 0, 0.001, 0.003, 0.0028, 0.005, 0.0147,
1040, 528, 4285712, 0.001, 0, 0.001, 0.002, 0.0014, 0.007, 0.0268,
1040, 784, 4547856, 0, 0, 0.001, 0.003, 0.0021, 0.009, 0.0368,
1040, 1040, 4810000, 0, 0, 0.001, 0.005, 0.0027, 0.011, 0.0564,
1040, 1296, 5072144, 0, 0, 0.001, 0.003, 0.0034, 0.012, 0.0725,
1040, 1552, 5334288, 0, 0, 0.002, 0.004, 0.004, 0.015, 0.0836,
1040, 1808, 5596432, 0, 0, 0.001, 0.005, 0.0047, 0.016, 0.102,
1040, 2064, 5858576, 0, 0, 0.002, 0.006, 0.0054, 0.016, 0.105,
1040, 2320, 6120720, 0, 0, 0.003, 0.031, 0.0066, 0.018, 0.1146,
1040, 2576, 6382864, 0, 0, 0.002, 0.007, 0.0067, 0.02, 0.1254,
1040, 2832, 6645008, 0, 0, 0.001, 0.009, 0.0073, 0.021, 0.1355,
1040, 3088, 6907152, 0, 0, 0.001, 0.009, 0.008, 0.024, 0.1478,
1040, 3344, 7169296, 0, 0, 0.005, 0.038, 0.009, 0.024, 0.1541,
1040, 3600, 7431440, 0, 0, 0.002, 0.011, 0.0093, 0.026, 0.1683,
1296, 16, 4683280, 0, 0, 0.001, 0.001, 0.0001, 0.005, 0.0166,
1296, 272, 4945424, 0.001, 0, 0.001, 0.001, 0.001, 0.007, 0.0183,
1296, 528, 5207568, 0, 0, 0.001, 0.002, 0.0017, 0.008, 0.0331,
1296, 784, 5469712, 0, 0, 0.001, 0.003, 0.0026, 0.01, 0.0541,
1296, 1040, 5731856, 0, 0, 0.001, 0.003, 0.0033, 0.012, 0.0795,
1296, 1296, 5994000, 0, 0, 0.002, 0.022, 0.0048, 0.014, 0.0859,
1296, 1552, 6256144, 0.001, 0, 0.001, 0.006, 0.005, 0.014, 0.1016,
1296, 1808, 6518288, 0, 0, 0.001, 0.006, 0.0058, 0.017, 0.1144,
1296, 2064, 6780432, 0, 0, 0.001, 0.007, 0.0065, 0.02, 0.1264,
1296, 2320, 7042576, 0, 0, 0.001, 0.008, 0.0074, 0.023, 0.1381,
1296, 2576, 7304720, 0, 0, 0.005, 0.029, 0.0085, 0.023, 0.1523,
1296, 2832, 7566864, 0, 0, 0.002, 0.009, 0.009, 0.025, 0.1634,
1296, 3088, 7829008, 0, 0, 0.002, 0.011, 0.0099, 0.026, 0.1779,
1296, 3344, 8091152, 0, 0, 0.006, 0.034, 0.0107, 0.028, 0.1893,
1296, 3600, 8353296, 0, 0, 0.003, 0.012, 0.0116, 0.03, 0.2035,
1552, 16, 5605136, 0, 0, 0.001, 0, 0.0001, 0.006, 0.0052,
1552, 272, 5867280, 0, 0, 0.001, 0.001, 0.001, 0.008, 0.0219,
1552, 528, 6129424, 0, 0, 0.001, 0.002, 0.0021, 0.009, 0.0393,
1552, 784, 6391568, 0, 0, 0.001, 0.004, 0.0031, 0.012, 0.0685,
1552, 1040, 6653712, 0, 0, 0.003, 0.016, 0.0044, 0.014, 0.0849,
1552, 1296, 6915856, 0, 0.001, 0.001, 0.006, 0.005, 0.016, 0.1012,
1552, 1552, 7178000, 0, 0, 0.001, 0.007, 0.0059, 0.017, 0.1183,
1552, 1808, 7440144, 0, 0, 0.001, 0.008, 0.0069, 0.02, 0.13,
1552, 2064, 7702288, 0, 0, 0.002, 0.008, 0.0079, 0.021, 0.1467,
1552, 2320, 7964432, 0, 0, 0.005, 0.035, 0.009, 0.023, 0.1619,
1552, 2576, 8226576, 0, 0, 0.002, 0.01, 0.0099, 0.025, 0.1773,
1552, 2832, 8488720, 0, 0, 0.002, 0.012, 0.0109, 0.028, 0.1896,
1552, 3088, 8750864, 0, 0, 0.006, 0.034, 0.0118, 0.03, 0.2082,
1552, 3344, 9013008, 0, 0, 0.002, 0.014, 0.0128, 0.031, 0.2245,
1552, 3600, 9275152, 0, 0, 0.002, 0.015, 0.0138, 0.034, 0.2382,
1808, 16, 6526992, 0, 0, 0.001, 0.001, 0.0004, 0.011, 0.0127,
1808, 272, 6789136, 0, 0, 0.007, 0.009, 0.0039, 0.009, 0.0344,
1808, 528, 7051280, 0, 0, 0.001, 0.003, 0.0024, 0.011, 0.0469,
1808, 784, 7313424, 0, 0, 0.001, 0.004, 0.0035, 0.014, 0.0757,
1808, 1040, 7575568, 0.001, 0, 0.001, 0.005, 0.0046, 0.016, 0.0973,
1808, 1296, 7837712, 0, 0, 0.001, 0.006, 0.0057, 0.017, 0.1197,
1808, 1552, 8099856, 0.001, 0, 0.001, 0.008, 0.0068, 0.019, 0.1334,
1808, 1808, 8362000, 0, 0, 0.003, 0.023, 0.0081, 0.022, 0.1476,
1808, 2064, 8624144, 0, 0, 0.001, 0.01, 0.0091, 0.024, 0.1689,
1808, 2320, 8886288, 0, 0, 0.002, 0.011, 0.0102, 0.026, 0.1824,
1808, 2576, 9148432, 0, 0, 0.006, 0.037, 0.0114, 0.028, 0.2112,
1808, 2832, 9410576, 0, 0, 0.002, 0.013, 0.0126, 0.03, 0.2341,
1808, 3088, 9672720, 0, 0, 0.002, 0.014, 0.0137, 0.032, 0.2511,
1808, 3344, 9934864, 0, 0, 0.007, 0.045, 0.0148, 0.034, 0.2644,
1808, 3600, 10197008, 0, 0, 0.002, 0.017, 0.0161, 0.038, 0.2758,
2064, 16, 7448848, 0, 0.001, 0.001, 0.002, 0.0004, 0.009, 0.015,
2064, 272, 7710992, 0, 0, 0.001, 0.007, 0.003, 0.01, 0.0331,
2064, 528, 7973136, 0, 0, 0.001, 0.003, 0.0027, 0.012, 0.0593,
2064, 784, 8235280, 0, 0, 0.001, 0.004, 0.004, 0.015, 0.0896,
2064, 1040, 8497424, 0, 0, 0.001, 0.006, 0.0053, 0.018, 0.1093,
2064, 1296, 8759568, 0, 0, 0.001, 0.007, 0.0065, 0.02, 0.1282,
2064, 1552, 9021712, 0, 0, 0.001, 0.008, 0.0079, 0.022, 0.1494,
2064, 1808, 9283856, 0, 0, 0.004, 0.03, 0.0092, 0.023, 0.1696,
2064, 2064, 9546000, 0.001, 0, 0.001, 0.012, 0.0104, 0.027, 0.1896,
2064, 2320, 9808144, 0, 0, 0.002, 0.012, 0.0117, 0.028, 0.2089,
2064, 2576, 10070288, 0, 0, 0.006, 0.028, 0.013, 0.031, 0.2336,
2064, 2832, 10332432, 0, 0, 0.002, 0.015, 0.0143, 0.033, 0.253,
2064, 3088, 10594576, 0, 0, 0.008, 0.041, 0.0157, 0.036, 0.2794,
2064, 3344, 10856720, 0, 0, 0.002, 0.017, 0.017, 0.038, 0.2983,
2064, 3600, 11118864, 0, 0, 0.008, 0.045, 0.0183, 0.04, 0.3179,
2320, 16, 8370704, 0, 0, 0.001, 0.001, 0.0001, 0.009, 0.02,
2320, 272, 8632848, 0, 0, 0.001, 0.001, 0.0016, 0.011, 0.0357,
2320, 528, 8894992, 0, 0.001, 0.001, 0.003, 0.0031, 0.013, 0.0688,
2320, 784, 9157136, 0, 0, 0.002, 0.004, 0.0045, 0.016, 0.0943,
2320, 1040, 9419280, 0, 0.001, 0.003, 0.029, 0.0064, 0.018, 0.1192,
2320, 1296, 9681424, 0, 0.001, 0.002, 0.008, 0.0073, 0.021, 0.1416,
2320, 1552, 9943568, 0, 0, 0.002, 0.01, 0.0088, 0.023, 0.1676,
2320, 1808, 10205712, 0, 0, 0.002, 0.011, 0.0103, 0.026, 0.1891,
2320, 2064, 10467856, 0, 0, 0.006, 0.037, 0.0117, 0.029, 0.2201,
2320, 2320, 10730000, 0, 0, 0.001, 0.015, 0.0132, 0.031, 0.2358,
2320, 2576, 10992144, 0, 0, 0.002, 0.016, 0.0146, 0.034, 0.2619,
2320, 2832, 11254288, 0, 0, 0.006, 0.037, 0.0161, 0.037, 0.2819,
2320, 3088, 11516432, 0, 0, 0.002, 0.018, 0.0176, 0.038, 0.31,
2320, 3344, 11778576, 0, 0, 0.008, 0.051, 0.0191, 0.042, 0.3351,
2320, 3600, 12040720, 0, 0, 0.003, 0.022, 0.0206, 0.043, 0.357,
2576, 16, 9292560, 0, 0, 0, 0.003, 0.0005, 0.011, 0.0147,
2576, 272, 9554704, 0, 0, 0.001, 0.009, 0.0032, 0.012, 0.0484,
2576, 528, 9816848, 0, 0, 0.001, 0.003, 0.0033, 0.013, 0.0798,
2576, 784, 10078992, 0, 0, 0.001, 0.006, 0.0049, 0.018, 0.1041,
2576, 1040, 10341136, 0, 0, 0.002, 0.007, 0.0066, 0.02, 0.1314,
2576, 1296, 10603280, 0, 0, 0.002, 0.009, 0.0082, 0.023, 0.1643,
2576, 1552, 10865424, 0, 0, 0.004, 0.032, 0.0098, 0.025, 0.1866,
2576, 1808, 11127568, 0.001, 0, 0.002, 0.012, 0.0114, 0.028, 0.2057,
2576, 2064, 11389712, 0, 0, 0.002, 0.013, 0.013, 0.03, 0.236,
2576, 2320, 11651856, 0, 0, 0.006, 0.04, 0.0146, 0.034, 0.2593,
2576, 2576, 11914000, 0, 0, 0.002, 0.017, 0.0162, 0.036, 0.289,
2576, 2832, 12176144, 0, 0, 0.008, 0.04, 0.0179, 0.041, 0.3163,
2576, 3088, 12438288, 0.001, 0, 0.002, 0.02, 0.0194, 0.042, 0.3426,
2576, 3344, 12700432, 0, 0, 0.009, 0.039, 0.0211, 0.046, 0.3635,
2576, 3600, 12962576, 0, 0, 0.003, 0.024, 0.0229, 0.047, 0.4008,
2832, 16, 10214416, 0, 0, 0.001, 0.002, 0.0006, 0.01, 0.0168,
2832, 272, 10476560, 0, 0, 0.001, 0.009, 0.0047, 0.013, 0.0505,
2832, 528, 10738704, 0, 0, 0.001, 0.004, 0.0037, 0.015, 0.0753,
2832, 784, 11000848, 0, 0, 0.001, 0.006, 0.0054, 0.019, 0.1115,
2832, 1040, 11262992, 0, 0.001, 0.002, 0.008, 0.0072, 0.022, 0.1447,
2832, 1296, 11525136, 0, 0, 0.002, 0.009, 0.0089, 0.024, 0.1692,
2832, 1552, 11787280, 0, 0, 0.004, 0.04, 0.0108, 0.028, 0.1987,
2832, 1808, 12049424, 0.001, 0, 0.002, 0.012, 0.0125, 0.03, 0.2233,
2832, 2064, 12311568, 0, 0, 0.002, 0.015, 0.0142, 0.034, 0.2545,
2832, 2320, 12573712, 0, 0, 0.006, 0.042, 0.016, 0.037, 0.2798,
2832, 2576, 12835856, 0, 0, 0.003, 0.019, 0.0179, 0.041, 0.3078,
2832, 2832, 13098000, 0, 0, 0.007, 0.042, 0.0197, 0.042, 0.3451,
2832, 3088, 13360144, 0, 0.001, 0.003, 0.022, 0.0215, 0.045, 0.3652,
2832, 3344, 13622288, 0, 0, 0.009, 0.057, 0.0232, 0.048, 0.3957,
2832, 3600, 13884432, 0, 0, 0.004, 0.026, 0.0251, 0.051, 0.4394,
3088, 16, 11136272, 0, 0, 0, 0.003, 0.0006, 0.014, 0.017,
3088, 272, 11398416, 0, 0, 0.001, 0.009, 0.0039, 0.014, 0.0545,
3088, 528, 11660560, 0, 0, 0.001, 0.004, 0.0041, 0.017, 0.0917,
3088, 784, 11922704, 0, 0, 0.001, 0.006, 0.0059, 0.02, 0.12,
3088, 1040, 12184848, 0, 0, 0.002, 0.008, 0.0079, 0.023, 0.1543,
3088, 1296, 12446992, 0.001, 0.001, 0.002, 0.01, 0.0097, 0.028, 0.1831,
3088, 1552, 12709136, 0, 0, 0.005, 0.038, 0.0116, 0.029, 0.2142,
3088, 1808, 12971280, 0, 0, 0.002, 0.014, 0.0135, 0.034, 0.244,
3088, 2064, 13233424, 0, 0, 0.002, 0.016, 0.0163, 0.036, 0.2765,
3088, 2320, 13495568, 0, 0, 0.003, 0.018, 0.0175, 0.039, 0.3076,
3088, 2576, 13757712, 0, 0, 0.007, 0.033, 0.0194, 0.043, 0.3419,
3088, 2832, 14019856, 0, 0, 0.003, 0.022, 0.0214, 0.046, 0.367,
3088, 3088, 14282000, 0, 0, 0.008, 0.039, 0.0234, 0.049, 0.4013,
3088, 3344, 14544144, 0, 0.001, 0.003, 0.026, 0.0254, 0.052, 0.4291,
3088, 3600, 14806288, 0.001, 0, 0.011, 0.046, 0.0273, 0.055, 0.4665,
3344, 16, 12058128, 0, 0, 0.001, 0.001, 0.0002, 0.011, 0.0189,
3344, 272, 12320272, 0, 0, 0.001, 0.01, 0.0034, 0.015, 0.0609,
3344, 528, 12582416, 0, 0, 0.001, 0.005, 0.0044, 0.017, 0.0977,
3344, 784, 12844560, 0, 0, 0.001, 0.007, 0.0064, 0.021, 0.1318,
3344, 1040, 13106704, 0, 0, 0.001, 0.009, 0.0085, 0.025, 0.1644,
3344, 1296, 13368848, 0, 0, 0.004, 0.041, 0.0107, 0.029, 0.1993,
3344, 1552, 13630992, 0, 0, 0.002, 0.013, 0.0126, 0.032, 0.2292,
3344, 1808, 13893136, 0, 0, 0.002, 0.015, 0.0147, 0.037, 0.2584,
3344, 2064, 14155280, 0, 0, 0.007, 0.037, 0.0168, 0.038, 0.3122,
3344, 2320, 14417424, 0, 0, 0.002, 0.019, 0.0189, 0.042, 0.3391,
3344, 2576, 14679568, 0, 0, 0.008, 0.049, 0.021, 0.046, 0.3693,
3344, 2832, 14941712, 0, 0, 0.002, 0.023, 0.0231, 0.05, 0.4042,
3344, 3088, 15203856, 0.001, 0.001, 0.01, 0.044, 0.0253, 0.052, 0.4415,
3344, 3344, 15466000, 0, 0, 0.003, 0.029, 0.0274, 0.055, 0.473,
3344, 3600, 15728144, 0, 0, 0.015, 0.063, 0.0296, 0.06, 0.507,
3600, 16, 12979984, 0, 0.001, 0.001, 0.001, 0.0008, 0.014, 0.0184,
3600, 272, 13242128, 0, 0, 0.001, 0.012, 0.0049, 0.016, 0.0652,
3600, 528, 13504272, 0, 0.001, 0.001, 0.006, 0.0047, 0.019, 0.105,
3600, 784, 13766416, 0, 0, 0.002, 0.007, 0.0069, 0.024, 0.1364,
3600, 1040, 14028560, 0, 0, 0.002, 0.009, 0.0091, 0.029, 0.1749,
3600, 1296, 14290704, 0, 0.001, 0.005, 0.035, 0.0113, 0.03, 0.2104,
3600, 1552, 14552848, 0, 0.001, 0.002, 0.014, 0.0137, 0.034, 0.2498,
3600, 1808, 14814992, 0, 0, 0.007, 0.046, 0.0158, 0.037, 0.2918,
3600, 2064, 15077136, 0, 0.001, 0.002, 0.019, 0.0181, 0.041, 0.324,
3600, 2320, 15339280, 0.001, 0, 0.008, 0.046, 0.0204, 0.045, 0.3615,
3600, 2576, 15601424, 0, 0, 0.003, 0.023, 0.0226, 0.048, 0.3976,
3600, 2832, 15863568, 0, 0, 0.01, 0.047, 0.0249, 0.054, 0.4388,
3600, 3088, 16125712, 0, 0, 0.003, 0.028, 0.0271, 0.057, 0.4745,
3600, 3344, 16387856, 0, 0, 0.011, 0.058, 0.0295, 0.06, 0.5049,
3600, 3600, 16650000, 0, 0, 0.01, 0.047, 0.0319, 0.063, 0.5485,
